86,830,172,4,86,46,141,9,128,42
87,828,174,85,43,13,7,143,145,68
88,826,176,187,80,185,68,80,23,131
89,824,178,124,104,5,198,118,115,12
90,822,180,52,108,90,47,124,170,9
91,820,182,62,184,136,107,20,64,198
92,818,184,123,149,62,177,103,148,80
93,816,186,118,81,16,6,83,,
94,814,188,94,166,129,129,24,12,122
95,812,190,157,95,103,119,10,112,152
96,810,192,168,117,167,103,104,42,144
97,808,194,25,70,46,6,57,62,190
98,806,196,159,36,200,147,26,80,125
99,804,198,61,156,152,143,91,146,139
100,802,200,93,7,150,47,126,32,129
101,800,202,116,189,89,102,187,142,159
102,798,204,1,96,19,17,146,187,15
103,796,206,151,88,89,146,140,179,48
104,794,208,14,17,148,38,164,48,74
105,792,210,56,199,188,191,59,125,54
106,790,212,95,115,8,177,133,44,158
107,788,214,21,54,179,165,123,108,151
108,786,216,199,132,17,13,,,
109,784,218,152,1,58,16,145,2,133
110,782,220,84,150,12,84,26,58,53
111,780,222,155,81,66,134,193,191,78
112,778,224,35,34,149,76,66,157,88
113,776,226,165,137,113,96,1,43,151
114,774,228,103,47,12,124,179,12,15
115,772,230,199,76,181,112,22,27,77
116,770,232,183,199,108,119,68,166,187
117,768,234,56,182,49,11,125,118,170
118,766,236,186,99,44,193,103,151,48
119,764,238,94,120,106,84,160,95,47
120,762,240,39,161,198,86,52,91,169
121,760,242,120,71,174,141,139,140,174
122,758,244,51,117,146,,,,
123,756,246,123,5,100,157,55,104,135
124,754,248,39,9,34,132,53,141,190
125,752,250,62,17,150,24,97,87,45
126,750,252,61,160,90,53,149,180,190
127,748,254,93,24,192,139,13,84,27
128,746,256,163,69,137,13,8,8,124
129,744,258,193,99,108,18,90,64,40
130,742,260,109,177,111,124,196,193,68
131,740,262,50,37,146,160,96,156,14
132,738,264,94,135,16,104,17,131,117
133,736,266,188,194,90,11,129,140,135
134,734,268,163,130,102,63,28,107,182
135,732,270,56,190,145,49,128,107,42
136,730,272,165,28,171,169,94,32,192
137,728,274,139,20,116,136,100,67,76
138,726,276,98,172,198,114,192,18,7
139,724,278,17,6,94,75,153,145,54
140,722,280,119,31,9,104,155,145,86
141,720,282,78,148,,,,,
142,718,284,128,157,33,98,70,114,72
143,716,286,128,85,68,139,186,193,140
144,714,288,90,132,39,88,120,101,16
145,712,290,7,145,116,30,177,164,137
146,710,292,25,167,140,135,11,108,69
147,708,294,188,101,133,56,35,93,3
148,706,296,138,44,134,74,194,145,194
149,704,298,188,163,200,191,48,195,198
150,702,300,57,103,124,102,199,2,52
151,700,302,32,135,104,3,165,43,60
152,698,304,27,108,65,118,153,142,141
153,696,306,1,200,151,148,107,39,180
154,694,308,77,120,140,60,12,119,166
155,692,310,46,98,59,105,20,160,112
156,690,312,16,145,35,100,39,84,181
157,688,314,123,5,79,173,54,30,6
158,686,316,102,13,22,189,75,152,5
159,684,318,198,31,7,,,,
160,682,320,182,13,22,,,,
161,680,322,77,36,67,,,,
162,678,324,71,101,165,119,195,83,9
163,676,326,161,73,172,149,6,18,61
164,674,328,32,152,21,115,,,
165,672,330,106,5,119,80,184,11,160
166,670,332,12,186,78,200,33,106,6
167,668,334,83,75,65,62,12,192,87
168,666,336,164,23,54,194,37,38,161
169,664,338,118,56,45,164,180,167,152
170,662,340,172,126,182,40,30,194,131
171,660,342,184,75,68,60,144,199,189
172,658,344,39,78,6,102,34,177,38
173,656,346,200,113,176,40,46,88,15
174,654,348,12,179,139,139,108,8,179
175,652,350,28,81,14,5,48,156,124
176,650,352,68,5,190,34,119,47,185
177,648,354,168,132,72,126,182,171,39
178,646,356,66,26,82,181,5,191,82
179,644,358,163,53,21,86,33,167,109
180,642,360,142,113,175,145,52,153,61
181,640,362,37,168,90,139,181,16,197
182,638,364,26,178,109,12,80,25,194
183,636,366,58,100,,,,,
184,634,368,87,186,,,,,
185,632,370,156,76,,,,,
186,630,372,1,42,,,,,
187,628,374,43,132,,,,,
188,626,376,153,103,,,,,
189,624,378,86,70,,,,,
190,622,380,10,178,,,,,
191,620,382,47,14,58,146,126,83,20
192,618,384,57,157,39,105,109,62,101
193,616,386,106,48,176,84,10,97,199
194,614,388,197,119,57,19,182,168,13
195,612,390,133,160,189,114,95,169,2
196,610,392,140,160,59,78,98,156,36
197,608,394,152,95,122,193,168,17,181
198,606,396,190,47,120,66,198,138,56
199,604,398,85,98,120,92,78,20,11
200,602,400,93,37,29,9,182,21,181
201,600,402,158,89,168,50,89,124,5
202,598,404,19,43,170,192,187,164,10
203,596,406,36,188,,,,,
204,594,408,37,80,,,,,
205,592,410,155,187,,,,,
206,590,412,88,147,7,44,43,163,3
207,588,414,9,142,128,117,31,133,190
208,586,416,61,187,80,18,148,120,17
209,584,418,2,195,98,140,105,,
210,582,420,165,102,127,131,84,,
211,580,422,89,67,25,38,167,136,181
212,578,424,48,59,179,100,165,49,37
213,576,426,64,97,6,111,99,109,25
214,574,428,183,3,71,100,58,145,156
215,572,430,71,66,66,42,68,139,10
216,570,432,124,139,15,35,130,138,185
217,568,434,93,50,174,196,141,134,121
218,566,436,6,169,115,15,120,200,70
219,564,438,56,187,200,125,,,
220,562,440,29,155,118,141,34,56,35
221,560,442,138,125,95,82,162,46,5
222,558,444,132,111,157,,,,
223,556,446,127,197,120,95,102,110,5
224,554,448,13,195,103,111,133,12,165
225,552,450,81,146,108,166,49,101,135
226,550,452,164,13,59,7,63,144,66
227,548,454,15,27,190,139,56,61,44
228,546,456,72,126,70,87,129,145,20
229,544,458,96,83,21,95,166,106,65
230,542,460,66,189,143,13,167,159,127
231,540,462,75,51,40,37,9,8,92
232,538,464,69,26,17,13,50,84,25
233,536,466,185,195,89,56,147,158,43
234,534,468,46,31,49,175,82,124,54
235,532,470,173,154,79,109,176,125,155
236,530,472,142,178,3,141,42,21,37
237,528,474,61,99,68,149,81,179,121
238,526,476,6,160,64,136,181,9,106
239,524,478,49,148,79,137,143,133,132
240,522,480,1,156,94,168,199,9,30
241,520,482,139,11,57,145,125,8,38
242,518,484,194,198,64,178,101,73,64
243,516,486,91,157,149,170,143,4,126
244,514,488,178,,,,,,
245,512,490,35,,,,,,
246,510,492,82,,,,,,
247,508,494,109,,,,,,
248,506,496,67,129,175,123,162,43,41
249,504,498,79,127,177,6,77,7,43
250,502,500,186,17,2,187,37,16,17
251,500,502,122,131,123,140,24,21,32
252,498,504,192,126,147,54,172,173,56
253,496,506,160,54,28,149,42,29,137
254,494,508,89,111,134,11,168,80,148
255,492,510,95,138,78,80,73,152,14
256,490,512,192,121,46,78,118,122,103
257,488,514,161,49,192,40,179,14,70
258,486,516,61,163,58,63,103,79,113
259,484,518,138,3,91,155,167,15,112
260,482,520,99,177,23,77,111,184,151
261,480,522,145,171,7,173,29,145,183
262,478,524,91,181,144,49,173,29,44
263,476,526,85,,,,,,
264,474,528,20,,,,,,
265,472,530,161,,,,,,
266,470,532,146,,,,,,
267,468,534,15,67,78,77,,,
268,466,536,57,79,1,152,,,
269,464,538,167,192,62,108,,,
270,462,540,75,70,137,51,,,
271,460,542,37,140,183,94,33,2,62
272,458,544,122,62,49,189,5,98,133
273,456,546,93,148,58,99,132,166,50
274,454,548,25,187,3,115,18,196,184
275,452,550,130,123,113,,,,
276,450,552,150,186,63,,,,
277,448,554,164,112,132,,,,
278,446,556,16,121,42,,,,
279,444,558,39,86,175,,,,
280,442,560,190,178,19,,,,
281,440,562,7,124,111,,,,
282,438,564,58,131,122,5,47,165,24
283,436,566,16,178,147,159,133,191,87
284,434,568,73,50,159,127,144,56,45
285,432,570,31,20,164,111,60,197,23
286,430,572,181,118,60,68,134,20,22
287,428,574,41,164,139,173,46,129,109
288,426,576,69,116,18,95,129,60,57
289,424,578,132,169,39,159,166,84,164
290,422,580,167,60,14,50,41,146,106
291,420,582,37,48,111,53,68,46,57
292,418,584,170,139,46,43,6,3,78
293,416,586,13,179,183,71,89,58,49
294,414,588,35,35,199,,,,
295,412,590,102,124,55,,,,
296,410,592,30,64,29,,,,
297,408,594,157,46,31,,,,
298,406,596,9,83,175,20,86,23,81
299,404,598,82,52,136,135,50,195,77
300,402,600,141,178,,,,,
301,400,602,4,175,,,,,
302,398,604,48,36,,,,,
303,396,606,44,11,,,,,
304,394,608,10,93,,,,,
305,392,610,65,5,,,,,
306,390,612,11,13,,,,,
307,388,614,148,84,,,,,
308,386,616,58,69,,,,,
309,384,618,153,75,189,97,155,40,194
310,382,620,2,140,52,181,135,78,92
311,380,622,96,114,194,156,140,21,41
312,378,624,107,83,42,170,45,99,102
313,376,626,56,181,85,189,196,110,78
314,374,628,187,33,111,192,32,117,46
315,372,630,149,12,89,66,142,182,187
316,370,632,5,129,32,175,49,56,24
317,368,634,194,10,131,55,13,67,11
318,366,636,110,169,172,30,9,30,195
319,364,638,131,198,48,116,12,66,162
320,362,640,69,157,,,,,
321,360,642,50,84,,,,,
322,358,644,16,31,,,,,
323,356,646,136,27,,,,,
324,354,648,86,120,,,,,
325,352,650,183,97,,,,,
326,350,652,106,,,,,,
327,348,654,126,88,97,106,163,83,170
328,346,656,183,124,73,102,51,184,92
329,344,658,47,96,138,28,2,42,180
330,342,660,157,123,44,111,75,152,125
331,340,662,152,77,51,79,160,5,192
332,338,664,87,3,189,165,50,119,39
333,336,666,144,104,129,185,120,128,69
334,334,668,140,126,183,9,170,131,186
335,332,670,130,19,72,72,100,22,44
336,330,672,158,92,43,129,192,136,121
337,328,674,66,182,76,70,85,141,192
338,326,676,86,28,115,108,41,103,22
339,324,678,37,,,,,,
340,322,680,95,,,,,,
341,320,682,91,,,,,,
342,318,684,104,,,,,,
343,316,686,167,,,,,,
344,314,688,34,,,,,,
345,312,690,172,,,,,,
346,310,692,8,,,,,,
347,308,694,117,,,,,,
348,306,696,109,,,,,,
349,304,698,68,68,63,133,165,31,195
350,302,700,173,39,77,155,169,67,104
351,300,702,85,126,10,,,,
352,298,704,80,38,128,,,,
353,296,706,57,127,102,,,,
354,294,708,109,186,51,,,,
355,292,710,115,42,186,38,7,127,1
356,290,712,180,94,84,139,161,191,29
357,288,714,189,7,148,64,42,195,169
358,286,716,145,89,163,114,157,194,51
359,284,718,180,170,64,177,92,138,2
360,282,720,113,92,122,118,,,
361,280,722,55,182,187,150,67,85,160
362,278,724,40,9,78,93,,,
363,276,726,137,79,113,62,182,140,116
364,274,728,79,98,78,137,89,121,104
365,272,730,45,179,73,184,48,24,57
366,270,732,1,8,20,89,162,27,143
367,268,734,2,11,51,121,158,132,
368,266,736,138,140,95,71,28,138,190
369,264,738,194,181,69,118,104,65,178
370,262,740,13,80,52,191,,,
371,260,742,78,46,28,174,,,
372,258,744,22,185,13,93,,,
373,256,746,160,159,109,153,189,97,
374,254,748,146,66,147,193,153,150,26
375,252,750,68,42,83,122,44,69,2
376,250,752,69,59,174,200,63,25,45
377,248,754,17,73,46,200,150,27,
378,246,756,74,142,101,79,147,181,16
379,244,758,149,180,178,47,106,157,192
380,242,760,147,151,103,57,135,193,79
381,240,762,149,112,185,142,18,33,174
382,238,764,46,19,180,98,158,105,129
383,236,766,37,33,182,172,97,53,41
384,234,768,23,58,162,21,188,61,26
385,232,770,137,34,26,45,34,60,128
386,230,772,83,154,14,149,20,104,149
387,228,774,4,174,135,102,99,59,54
388,226,776,121,189,,,,,
389,224,778,179,195,,,,,
390,222,780,194,143,,,,,
391,220,782,66,115,,,,,
392,218,784,158,78,,,,,
393,216,786,175,154,,,,,
394,214,788,149,44,23,37,47,93,110
395,212,790,130,82,41,40,35,139,195
396,210,792,4,195,89,197,171,61,144
397,208,794,4,125,154,198,89,5,169
398,206,796,193,27,104,161,150,19,2
399,204,798,11,100,151,168,130,109,41
400,202,800,68,183,6,108,70,65,24
401,200,802,59,54,93,4,137,25,133
402,198,804,133,116,33,11,66,143,107
403,196,806,132,49,11,17,2,46,9
404,194,808,145,43,171,177,110,46,11
405,192,810,180,91,103,50,102,47,86
406,190,812,23,173,86,93,31,85,24
407,188,814,29,118,188,98,133,99,191
408,186,816,189,126,79,18,98,151,119
409,184,818,167,68,79,172,179,165,6
410,182,820,170,129,182,92,195,161,181
411,180,822,185,150,79,160,138,152,188
412,178,824,156,127,142,195,96,198,96
413,176,826,2,58,164,85,61,184,90
414,174,828,196,6,156,40,92,55,139
415,172,830,66,7,48,168,192,155,198
416,170,832,100,168,11,12,123,189,194
417,168,834,183,62,168,64,173,93,92
418,166,836,168,63,191,112,83,175,192
419,164,838,161,2,90,127,69,37,150
420,162,840,109,40,146,47,68,23,6
421,160,842,200,124,,,,,
422,158,844,134,199,,,,,
423,156,846,56,75,,,,,
424,154,848,64,19,,,,,
425,152,850,153,79,194,126,68,79,170
426,150,852,19,5,56,96,11,28,159
427,148,854,122,145,96,197,200,173,130
428,146,856,149,189,98,,,,
429,144,858,25,126,27,,,,
430,142,860,69,61,98,,,,
431,140,862,165,105,155,,,,
432,138,864,34,69,22,,,,
433,136,866,156,96,76,2,177,115,115
434,134,868,7,93,143,177,113,,
435,132,870,94,179,160,105,22,,
436,130,872,61,52,180,68,106,,
437,128,874,181,7,44,140,72,67,66
438,126,876,171,102,49,173,34,29,127
439,124,878,176,49,57,7,48,111,125
440,122,880,45,160,70,81,167,14,151
441,120,882,26,194,118,109,38,136,190
442,118,884,11,22,17,185,82,133,47
443,116,886,166,30,67,56,110,,
444,114,888,183,153,13,192,134,,
445,112,890,56,82,53,35,106,,
446,110,892,108,22,135,127,190,,
447,108,894,125,143,150,182,126,,
448,106,896,81,46,123,2,123,,
449,104,898,24,4,23,19,158,,
450,102,900,184,94,28,124,110,,
451,100,902,154,98,9,46,155,178,79
452,98,904,180,37,7,36,149,118,53
453,96,906,89,167,82,23,132,147,158
454,94,908,85,66,104,106,17,90,8
455,92,910,9,193,68,112,185,19,32
456,90,912,196,28,154,72,,,
457,88,914,147,107,51,113,,,
458,86,916,64,27,149,16,,,
459,84,918,10,11,56,47,,,
460,82,920,76,18,91,16,,,
461,80,922,200,195,166,95,,,
462,78,924,94,37,76,88,,,
463,76,926,63,52,123,27,,,
464,74,928,140,34,147,9,,,
465,72,930,75,77,183,56,,,
466,70,932,109,165,173,5,,,
467,68,934,61,2,140,49,,,
468,66,936,179,165,7,22,,,
469,64,938,35,171,160,65,,,
470,62,940,160,180,38,152,,,
471,60,942,44,13,9,89,,,
472,58,944,152,102,35,17,,,
473,56,946,143,7,41,147,,,
474,54,948,10,139,185,150,,,
475,52,950,158,174,17,29,,,
476,50,952,24,9,80,2,,,
477,48,954,33,176,141,82,,,
478,46,956,183,63,109,158,,,
479,44,958,59,22,161,42,,,
480,42,960,102,169,29,90,,,
481,40,962,4,127,83,52,,,
482,38,964,117,162,106,23,,,
483,36,966,38,66,170,124,,,
484,34,968,83,31,195,104,,,
485,32,970,33,166,175,44,,,
486,30,972,37,71,71,148,,,
487,28,974,67,113,121,6,,,
488,26,976,200,24,66,140,,,
489,24,978,95,3,63,196,,,
490,22,980,17,45,58,42,,,
491,20,982,168,141,183,135,,,
492,18,984,52,172,199,122,,,
493,16,986,58,75,143,53,,,
494,14,988,94,19,112,105,,,
495,12,990,66,107,189,122,135,63,137
496,10,992,75,155,177,129,39,88,42
497,8,994,135,61,85,116,48,103,68
498,6,996,79,,,,,,
499,4,998,108,35,78,49,115,133,1
500,2,1000,77,70,1,64,122,18,140
