<<<<<<< HEAD
85	734	7	525	279	899	33	620	841	328	781	178	990	682	296	90						
86	479	82	329	582	966	830	398	794	489	525	651	787	762	763							
87	145	489	632	952	128																
88	184	1349	700	953	351	276															
89	944	460	827	888	481	187	34	469	782												
90	20	1536	262	731	790	375															
91	381	1665	564	636																	
92	933	1737	343																		
93	962	590	411	628	628	615	555	453	565												
94	144	1396	307	576	730	676	463	103	863	779	865	453	884	819	320	122	273				
95	711	616	477	776	546	518	892	667													
96	58	307	153	617	808	166	647	677	618	526											
97	503	1668	471	766	187	563	97	841	482	592	309	507	343	844	146	269	667	921	217	788	683
98	63	1237	710	711	163	58	287	238													
99	143	1402	769	877	348	825	710	589	982	422	51	186	466	844							
100	884	1619	663	897	979	755	402	738	819	771	342	162	56	476	401	40	555				
101	244	900	911	574	967	797	443	956	333	234	367	633	876	153							
102	465	1651	389	395	390	258	387	299	857	949	106	7	664	654	114	582	382	496	941	16	
103	237	1945	806	865	455	23	423														
104	168	743	894	189	696	230															
105	574	25	165	986	63	309	55	624	861	791	778	303	219	652	984						
106	137	1870	229	853	666																
107	582	1059	235	964	132	486	763	211	817	967	425	540	570	738	331	955	952	927	918	612	
108	945	149	720	204	516	387	50	959	53	468	377	907	430	115	230						
109	751	197	569	860	651	974															
110	810	1755	83	247	805	979	184	301	934	55	637	455	259	515	760						
111	616	198	251	765	500	48	632	140	623	101	205	854	749	349	751	295					
112	100	1731	525	433	141	244	980	868	168	442	853	792	660	971	236	338	562	470	148		
113	400	419	830	48	943	623	705	774													
114	330	1103	303	343	355	393	672	236	183	958	469	271	896	333							
115	605	1557	962	130	968	517	188	879	604												
116	894	1781	13	478	490	517	539	206	538	616	856	550	450								
117	305	1156	103	379	512	678	129	313	978	225	269	596	660								
118	575	1611	364	706	699	448	465	838	659	757	693	441	929	65	359	716	748	228			
119	897	1316	405	414	808	367	926	766	578	576	788	210	893								
120	856	1928	725	252	151	851	2	840	740	904											
121	345	1372	748	64																	
122	954	524	41	699	3	24	401	399	556	340	773	682									
123	886	524	548	799	584	965	664	633	465	598	376	895	817	811	500	70	122	296	178		
124	702	1247	312	169	194	853	940	999													
125	327	1392	79	320	953	478	34	796	886	487	782	400	322	797	877	664	804	186			
126	213	1802	434	45	595	979	263	947	559												
127	380	1211	26	664	306	768	788	298	575	863	334	466	274	235	808	395					
128	303	605	435	504	390	668	728	99	997	262	766	483									
129	341	1381	475	416	282	756	757	735	16	29	90	367	230								
130	322	1757	56	199	236	200	677	961	430	125	875										
131	216	125	566	309	507	22	814	235													
132	173	1606	857	953	53	638	567	287	489	345	138	161	346	849	663	942	63	531	283	663	729
133	101	700	66	694	459	170	707	522	68	552	994	150	76								
134	444	396	183	562	111	674	941														
135	779	1476	716	449																	
136	902	732	491	532	571	443	703	641	317	887	358										
137	179	796	966	277	586	166	197	773	220	744	817	348	721	553							
138	56	318	802	11	978	11	267	341	79	577	20	423	706								
139	373	1604	358	825	383	712	94	975	502	152	889	519	675	683	621	626	144	810	19		
140	387	1088	514	876																	
141	380	336	240	888	700																
142	566	1485	401	418	863	460	523	339	840	962	184	69									
143	650	244	336	583	719	453	433	210	405	319	828										
144	731	734	445	215	581	854	88	802	586	147	29	275									
145	265	1517	621	471	178	425															
146	361	5	755	921	832	548	520	435	267	356	338	171	572	686	496	978	78	124	260		
147	108	193	65	975	430	61	319	960													
148	287	1625	227	894	468	729	503	726	524	383	34	334	652	535	230	808	857				
149	703	1157	188	543	347	917	318														
150	265	1471	779	491	771	230	559	149	454	618	111	277	104	957	992	253	554	741			
151	227	1547	731	835	168	573	358	739	698	100	270										
152	391	619	204	993	704	947	34	611	803	774	503	81	612								
153	697	1161	621	270	934	989	606	691	544	819	5	963	612	917							
154	413	979	50	185	227	801	700	900	964	289	306	521	130	423	999	941	651	224	470		
155	992	1518	429	165	281																
156	785	1237	384																		
157	989	1481	116	199	314	913	453	895	386												
158	895	1760	657	980	629	468	476	268	545	878	354	740	142	925	654	371					
159	432	1770	441	184	668	517	974	548	970	406	931	110	86	489	755	838	575	112	61	461	
160	448	1071	310	351	488	506	636	1	194	190	545	942	482	568	991	944	712	212			
161	182	1365	658	63	544	159	459	390	599	901	567										
162	813	1186	983	350	93	131	833	180	12	339	547	776	216	387	167	604	920	763	893	862	
163	900	1757	16	877	749	765	192	29	116	38	99	627	376	951	33	498	218				
164	899	1627	33	171	344	885	881	846	157	992	855	469	835	9	704	913	714	132	968		
165	473	685	641	151	895	302	448	150	840												
166	436	268	703	864	81																
167	983	1735	435	131	995	903	608	200	173	647	202	91	923	462	238	901					
168	530	1490	448	239	881	276	43	437	732	7	721	858	750								
169	766	1942	720	47	7	696	837	477	439	757	441	977	248	100	357	227	379	199	232	575	
170	957	615	745	986	432	393	693	264	897	886	341	423	881	231	163						
171	203	831	206	692	268	118	691														
172	797	1806	942																		
173	80	1011	523	626	175	808	663	296	974	61	574	304	145	214							
174	542	1740	555	367																	
175	869	388	962																		
176	967	54	690	191	940	947	83	404	451	613	758	270	364	715	248	74	567	867	228		
177	356	1312	548	55	575	821	698	348	661	74	885	482	665	556	600	292	119	473	356	27	
178	977	341	531	456	273	506	385	307	293	302	327	796	607	311	125	335	636	615	119		
179	250	1469	377	727	277	605	807	115	956	955	95	512	201	378	486	50	17				
180	598	604	313	42	368	771	559	685													
181	58	490	957	482	857	237	776	243	428	475	803	179									
182	668	1398	351	338	208	815	595	230													
183	825	151	38	314	804	937	693	375	606												
184	169	1182	563	640	998	473	237	275	424	136	58	574	214								
185	420	1267	43	690	30	564	743	91	828	419	400	639	445	544							
186	432	1678	54	869	635	588	121	137	630	352	865	971	540								
187	171	188	502	105	617	680	189	894	3	345	42	425	500	719	144	241	359				
188	28	1385	585	585	5	704	579	832	513	480	413	338	165	593	203	920	734	651	898		
189	535	1655	244	945	547	708	828	210	88	401	992	390	992	838	279	697	586	508	763		
190	797	1051	167	709	481	664	180	449	223	580	985	492	342	824	200	828	599				
191	640	77	876	369	744	113	487	24													
192	346	653	506	335	226	888	101	10													
193	42	1395	464	882	528	380	987	508	416	501	48	169	638								
194	450	198	470	467	921	157	42	55	222	458	319	853	134	716	246	760	604	242	814	158	
195	131	128	156	767	496	382															
196	237	1393	975	177	689	864	407	389	755	421	180	852	1	643	313	6	564	675	246	271	262
197	655	1794	354	480	320	35	770	314	699	425	775	804	358	236	482	143	165	270			
198	310	1714	183																		
199	63	1924	487	750	171																
200	592	185	112	974	42	89	170														
201	822	418	372	618	442	721	754	78	196	286	78	524	422								
202	510	1952	405	651	715	743	392	322	832	285	600	722	607	175	663	830	317	147	312	320	955
203	725	1875	563	461	308	884	961														
204	202	1346	171	582	275	151	569	390	374	426	431	887	711	88	19						
205	719	230	414	366	969	930	212	102	555	251	24	167	89	254							
206	436	1016	631	611	953	552	25	899	513												
207	261	1852	885	888	69	14	850	220	843	346	728	470	596	233	743	435	69				
208	28	48	403	302	120																
209	990	1845	81	476	66	167	90	680	901	106	43	158	326								
210	214	972	174	946	245	908	707														
211	39	1529	868	518	484	997	875	386	857	624											
212	653	1789	542	933	374	155	676	257	48	568	490	190	586	110	855	542	787	953	457	58	212
213	284	1769	682	608	548	683	93	805	515	248	419	504	431	248	943	304	799				
214	792	1136	660	470	275	209	283	408	629	455	89	432	401	566	441						
215	611	163	251	765	607	993	164	243	53	243	771	82	679	607	598	483	154				
216	665	980	624	415	487	473	326	140	55	637	716	84	847								
217	852	127	166	163	53	34	186	575	488	417	417	32	437	201	729	22	857	605			
218	278	1472	881	987																	
219	666	586	440	467	938	527	527	969	396	919	19	860	442	435	430	120	479				
220	915	145	998	456	36	125															
221	411	67	111	805	111	775	183	831	500	870	275	594	718	636	961	890	447				
222	636	1036	868	580	423	175															
223	158	514	809	780	668	837															
224	742	630	905	747																	
225	416	330	144	836	29	941	565	156													
226	526	1521	111	317	551	819	518	943													
227	542	907	935	647	854	614	374	51	832												
228	33	1066	663	730	215	475	282	352													
229	375	692	638	857	20	632	496	881	698	464	117	19	224	372	513	452	390	480			
230	518	860	463	977	110	532	622	247	98	549	895	842	270								
231	467	286	702	815	500	916	15	359	732	675	587	715	15	309							
232	907	300	825	994	764	922	845	883													
233	863	1057	397	386	398	333	802	622	847												
234	551	163	811	637	890	564	503	72	796	788	390	394	518	314	340	947	271				
235	71	1695	545	298	714	838	287	175	519	629	960	400									
236	872	1929	463	228	133	339	642	935	431	261	850	50	96	473	135	807	84	47	450		
237	63	1463	342	7	783	61	972	350	715	46	873	112	396	915	426	526	55				
238	86	414	629	136	417	244	694	248	619	366	153	367	435	583							
239	510	676	191	526	457																
240	444	144	292	220	385	387	739	653	180												
241	48	1217	998	839	841	434	596	358	99	312	535	442	607	198	349	610	291				
242	601	118	236	1	598	641	135	243	337	916	32	856	955	595	439	319	544				
243	614	873	669	904	545	832	428	146	908	630	759	94	870	775	97	139	594				
244	406	1624	155	357	704	598	97	680	326	242	357	940	4	288							
245	654	1469	547	932	155	230															
246	403	1145	732	505	484	243	46	257	760	817	1										
247	34	1013	459	80	40	71	808	864	506	187	789	968	627	471	440	136	601	550	206	440	
248	177	819	703																		
249	625	398	853	634	70																
250	481	1079	970	781	718	276	95	507	861	347	365	896	386	663	763	878	13	802	909	656	
251	210	1222	856	97	900	756	454	840	956	954	231	437	705								
252	250	60	689	722	860	506	44	344	94	811	513	650	40	861	321						
253	102	102	413	271	928	378	114	685	818	519	641	666	905	392	135	459					
254	680	828	222	323	81	50	150	167	267	467	46	584	250	717	593	520					
255	854	1806	24	434	321	651	543	5	904	341	865	377									
256	439	1403	55	969	626	128	99	779	970	675	264	105	662	911	68						
257	101	1136	48	146	52	489	629	435	247	93	83	678	318	177	708	285	790	827			
258	765	736	281	91	465	422	76	933	830	760	330	659	740								
259	475	1807	539	817	231	388	213	49	619												
260	723	1066	420																		
261	461	1587	978	314	834	146	700	571	288	711	582	724	975	556	798	674	916	434	342	203	415
262	840	339	559	440	552	320	910	557	558	420	3										
263	614	279	782	16	824	594	775	332	49	828	235	507	412	657	251	944	806	99	703		
264	217	93	798	511	755	394	594	381	661	730	153	163	721	362	416	935	892	900	609	748	428
265	83	1584	232	52	28	894	70	965	750												
266	459	1434	568	186	66	271	260	430	1	395	671	318	675	73	786	51	241				
267	316	105	489	955	789	963	162	457	279	704	366	699	311	695	979	694	445	936	793	231	
268	869	1244	179	747	33	412	474	666	160	266	977	654	754	913	844						
269	970	1523	604	25	609	991	556	65	302	84	975	339	980	627	849	258	11	446	431	266	310
270	208	1514	687	790	120	439	389	46	557	782	135	724	683								
271	940	378	261	630	85	115															
272	445	1896	136	686	532	416	720	643	308	483	579										
273	660	1107	53	337	819	871	118														
274	675	514	193	204	257	944	909	69	804	185	800	181	195								
275	763	1617	552	104	588																
276	23	1337	250	300	556	64	130	700	137	870											
277	442	1517	440	189	422	243	932	429	588	506	651	839	124	683	398	465	791	431	936	784	715
278	284	189	855																		
279	277	1787	193	814	209	932	934	743	42	214	755	574	387	872	620						
280	675	1	17	563	127	616	158	599	339	270	200	86									
281	727	950	433	334	145	350	285	236	773	297	719	905	380	641	184	709	217	44	64		
282	164	80	578	989	292	151	278	489													
283	594	952	732	848	17	566	342	323	241	243	523	336	440	227	220	298	657	746	974	974	
284	889	244	136	921	687	191	295														
285	443	83	73	795	642	298	358	987	57	364	76	842	387	976	801	540	828	600	58	358	692
286	635	810	515	704	354	712	596	926													
287	329	751	880																		
288	199	499	540	798	929	861	311	600	382	899	132										
289	503	292	596	94	88	134	936	750	407	588	769										
290	280	1875	646	391	131	36	700	795	507	777	552	90	288	801	128	497	382	35	23	403	
291	384	402	287	1	833	241															
292	242	220	792	661	681																
293	261	1721	216	919	470	347	200	336	996	369	873	506	805	286	7	440	369	373	566	367	896
294	736	1470	390	298	794	459	686	377	984												
295	891	816	941																		
296	142	562	564	675	204	48	205	839	413	494	28										
297	955	470	760	420	96	315	364	124	251	856	530	173	553	741	650						
298	619	769	99	778	345	864	160	906	808	890	163	849	532	895	946	895	270	838	224	17	616
299	564	1591	663	817																	
300	890	849	391	122	463	397	585	455	430	396	249	611	371	510	854	612	205	152	515	592	
301	355	1820	903	715	517	634	3	820	187	6	116	527	973	735	974						
302	417	1536	452	947	441	516	500	22	228	853	506	762	952	591	941	148					
303	226	1071	299	488	407	945	762	582	635	243	390	133									
304	84	794	879	195	437	451	63	644	914	394	134	881	488	664	129	241	868				
305	596	130	302	438	221	676	929	361	755	690	365	806	274	110	888	144	456	730	883	758	155
306	490	170	621	121	165	606	919	282	634	342	766	647	326	166							
307	781	1917	204	266	76	696	373	279	109	121	25	993	344								
308	208	797	111	442	575	883	721	817	101												
309	511	646	474	56	24	40	626	783	723	362	498										
310	176	1359	79	793	711	302	512	1	140	613	576	74									
311	236	1969	206	751	282	61	142	454	692	942	634	223	317	256	70						
312	494	482	981	710	223	677	618	363													
313	781	343	305	101	371	710	865	401	820	39											
314	383	843	441																		
315	302	712	987	549	445	571	395	47	443	506	899	342	595	363	14	307					
316	39	1684	111	641	836	354	321	233	768	822	497	217	686	73	208	830	680	354	501	690	69
317	918	420	373	862	594	472	368	271	38	807	732	344	579	64	330	660	520				
318	368	1332	677	749	897	829	756	434	691												
319	512	1829	512																		
320	616	1940	759	334	269	974	760	849	864	497	784	689	485	343	494	145	500	20	834	134	
321	25	1503	461	879	544	106	161														
322	780	1713	29	296	116	374	654	304	996												
323	391	1090	817	452	180	965	208	345	414	939	547	12	894	175							
324	379	1184	683	299	454	725	869														
325	599	138	141																		
326	756	788	968	839	840	504	629	290	526	208											
327	299	124	671	200	691	221	234	845	461	854	916	523									
328	155	1942	542																		
329	666	1352	748																		
330	445	77	814	974	445	101															
331	706	1016	884	853	385	919	621	803													
332	783	1051	378	835	163	680															
333	901	955	814	868	836	961	962	614	517	459	854	24	287	857	225	247	121	527	337		
334	196	1939	139	235																	
335	350	403	141	498	631	912	282	359	307	337	129	631	232	870	546	304	271				
336	336	1850	598	517																	
337	926	602	258	309	826	484	932	414	708	579	518	635	203	821	116	886	547	573	665	979	
338	520	192	888	657	790	891	699	727	213	170	752	684	832	840							
339	567	747	456	874	375	922	421	52	713	235	344	482	156	450							
340	379	985	538	406	205	315	369	651	36	593	234	686	495	410	766	950	371	981	548	513	
341	942	235	604	598	675	564	176	422	447	409	543	277	834	677	818	147	426	635			
342	252	10	420	282	142	236	925	642	946	285	972	501	608	937	436	375	143	933	808	529	751
343	194	460	184	690	410	660	732	948	804	944	346	296	508	990							
344	697	1017	362	750	922	229	138	474	908	934	340										
345	399	604	213	618	106	501	811	722	832	99	452	826	265	909	998						
346	480	57	313	429	446																
347	678	1268	447	779	829	965	93	114	275	755	70										
348	262	861	592	326	241	794	697	268													
349	864	821	535																		
350	485	26	657	446	753	622	910														
351	953	1247	740																		
352	172	653	846	630	718	823	696	757	3	479	726	888	702	914	518						
353	732	356	224	462	912	294	816	736	435	668	521	134	159	309	807	231	851	155			
354	914	245	638	146	587	314	778	482	534	503	769	743	839	104	179	775	809	817	279		
355	260	65	111	195	51	302	562	598	694	672	496	37	547	999	396	881	540	668	636		
356	148	268	282	233	666	924	681	30	980	533	997	413	573	895	882	266	740	444			
357	96	571	181	788	862	8	732	197	840	707	297	236	141	181	131	126	221				
358	574	1755	127	620	533	617	162	674	83	464	652	118	131								
359	141	192	351	397	953	24	420	226	934	728	841	323	684								
360	298	1713	442	770	662	691	863														
361	915	1936	219	563	627	189	925	268	544	723	577	156	140	568	829						
362	734	344	155	652	594	399															
363	778	420	863	817	850	23	881	455	439	278	181	605	686	178	391	397	232	301	666	184	
364	119	1491	158	289	402	708	598	466	537	211	322	569	886								
365	9	1260	372	75	246	663	268	139	877	959	963	144	556	781	799	923	352				
366	928	432	465	405	706	528	448	314	283	989	901	68	858	36	799						
367	170	1521	860	226	420	520	850	607	650	198	326	259	153	817	666						
368	614	1719	354	226	544	225	57	843	627	932											
369	380	557	810	101	928	344	387														
370	21	330	126	508																	
371	695	1620	754	508	203	189	162	465	323	288	208	466	682	574	625	536	578	17	599		
372	488	281	371	840	98	398	914	766	797	502	551	734	885								
373	658	832	470	548	641	438	771	914	955	949	602	635	246	770	761	484					
374	587	94	21	555	238	487	914	411	804	275	396	668	821								
375	736	948	24	158	938	66	30	375	161	716	226	616	422	239							
376	462	303	5	314	914																
377	504	414	104	178	201	556	137	836	164	376	247	135	213	129	55	223	612	823	418		
378	557	1343	304	329	622	65	676	949	653												
379	130	783	907	232	267	716	920	979	738												
380	510	1786	997	341	979	482	209	111	408	928	532	181	895								
381	357	1666	560	774	556	136	880	188	184	34	984	892	227	981	861	338	303	632			
382	86	1816	133	368	962	350	140	856	566	541	724	597	211	459	550						
383	399	851	146	424	602																
384	629	1410	963	357	88	255	228	249	70												
385	626	1800	986	692																	
386	700	947	424	416	279	315	646	459	437	773	433	677	582	436							
387	182	314	483	279	959	778															
388	404	1211	884	629	317	471	99														
389	697	233	857	699	951	559	721	8	324	315	59										
390	896	1054	654	578	645	813	888	469	691	612	708	733	921	70							
391	991	323	650	998	175	361	739	657	960	820	883	484	623								
392	435	402	964	900	882	876															
393	22	1216	983	503	583	630	6	505													
394	764	248	882	567	560	476	674	317	884	536	787	927	694	757	762	330	266				
395	34	982	743	833	40	193	970	553	225	666	495										
396	592	1461	153	196	696	106	602	56	875	725	486	648	17	347	89	95					
397	913	1099	174	318	596	515	53														
398	22	581	689	596	7	251	8	821	293	805	54	775	499	61	656	728	210				
399	159	1531	96	817	693	104	876	639	675	445	321	274	135	220	100	175	406	368	912	459	868
400	474	957	723	542	36	319	415	488	565	446	108	437	749	86	925	473	45	585			
401	720	735	562	501	19	670	834	675	325	654	288	815	751								
402	290	584	269	94	152	69	557	225	187	880	874	167									
403	697	941	249																		
404	933	648	739	501	898	916	326	705	871												
405	201	1289	834	277																	
406	631	713	457	598	656																
407	379	1786	163	143	389	681	626	851	972	364	661	76									
408	721	1928	13	789	393	571	943	388	280	868	912	135									
409	353	1206	810	550	14	416	592														
410	554	861	576	358	510	236	700	854	899	836	983	15	113	313	143	344	358	65			
411	28	1427	614	648	251	9	36	79	382	42	422	351	245	483	167	534	678	437	431	883	336
412	243	1068	32	929	120	240	290	102	466	193											
413	949	778	563	817	163	325	350	474	157	318	812	477	485	739	532	946	779	465	907		
414	926	363	470	457	234	617	321	889	795	788	280	575	230	402	856	604					
415	603	1433	112	81	409	179	925	722	903	546	191	587									
416	294	1022	559	266	768	697	409	107	583	546	5	461	679	369	39						
417	237	494	882	927																	
418	344	125	796	845	772	512	545	735	330	71	131	302	502	277	643	17	964	634	159	196	496
419	134	1939	620	729	810																
420	886	969	463	308	660	950	449	688	762	420	995	185	863	372	254						
421	475	1747	177	92	396	221															
422	283	898	732	847	929	979	688	226	43	702	658	251	673	608	823	642					
423	552	1657	254	544	639	973	332	125	879	495	234	461	553	719	491	265	374	14	583	927	103
424	519	1416	195	952																	
425	483	410	581	867	51																
426	517	1250	440	966	738	810	751														
427	400	1445	485																		
428	455	1528	983	167	986	299	594	240	714	449	310	247									
429	180	701	490	128	4	299	627	184	944	927	456	51	298	636	204	831					
430	528	760	223	619	430	462	500	38	136	282	274										
431	810	1605	953	194	786	388															
432	124	523	720	750	858	271	819	563													
433	527	233	663	391	408	187	70	839	24	561	920	225	990	90	867	18					
434	354	746	752	503	857																
435	512	496	570	256																	
436	660	1438	348	610	899	973	921	447	618												
437	882	804	107	114	170	226	468	898	271	183	852	733	505	898							
438	678	1621	259																		
439	176	831	838	931	409	121	658	213													
440	310	651	168																		
441	420	800	970	526	645	389	687	287	780	182	299										
442	73	1616	860	450	932	89	949	663	272	203	572	564	685	697	993	511	13	159	573	254	15
443	432	667	927																		
444	152	332	571	889	636	130	539	858	601	135	798	763	377	237	69						
445	505	298	898	407	840	947															
446	396	353	621	608	45	58	376	653													
447	826	1045	922	315	92	382	566	443	26	826	97	859	713	250	782	336	186				
448	510	566	136	521	312																
449	218	478	615	15	521	494	801	225	482	972											
450	241	1192	754	414	766	631	456	382													
451	15	1702	463	25	839	272	859	548	93	517	691	2	469								
452	704	151	767	552	921	531	26	871	378	741	9	186	22	432	96	516					
453	505	1359	297	367	702																
454	931	1181	250	635	253	132															
455	964	562	127	610	678	717	999														
456	80	1069	988	979	159	722	16	653	250	427	453	577	13	12	862	173	338	373	764		
457	177	753	896	773	739	413	460	770	60	412	754	378	516	425	146						
458	289	617	543	210	575	522	999	208	800	555											
459	952	540	954	272	306	953	823	703	862	953											
460	216	481	263	246	594	838	673	75	61	587	866	573	863	951	830	555	601				
461	854	1346	972	184	461	190	393	106	141	449	425	693	722	283	336	93					
462	147	1594	329	928	161	535	725	495	365	404	803	91	321	475	398	222	848	190	266	243	
463	57	571	852	489																	
464	698	449	368	865	583	238	770	804	33	608	273	926	512	154	247						
465	689	191	590	15	819	973	27	471	873	94	70	850	91	511	874	476	439				
466	463	621	128	500																	
467	820	1131	516	442	790	949	922	677	113												
468	996	735	286	263	474	878															
469	252	1247	991	490	168	920	714	522	733	797	487	49	842	171	561	595	965	24	694	303	
470	531	473	951	416	957	854	723	321	588	213	964	585									
471	60	905	509	331	398	400	801														
472	920	114	435	629	270																
473	825	1611	321	240	780	575	721	387	376	41	74	210	67	991							
474	201	291	522	464	783	718	331	86	635	626	295	501	610	180							
475	369	1033	688	29	917	725	268	973	185	10	339	66	854	469	258	188	333				
476	810	1440	568	912	166	486	107	475	510	685	613	485	74	111	208	8	524	287	522	38	
477	75	951	611	338	454	445	653	476	617	377	438	962	691	889	269	800	603	622	202		
478	922	885	582	360	699	936	228														
479	858	1695	971	666	295	736	245	34	957	575	711	42	453	998	893	308	176	523	383	221	
480	938	415	664	320	116	632	260	296	251	638	517	218	795	629	671	406	772	667	955	645	
481	235	1685	910																		
482	161	940	322	274	185	176	554	7	919	640	26										
483	307	692	105	984	738	706															
484	936	389	657	370	222	902	403	856	427	576	704	365	891	754	160	645	188	938			
485	22	133	963	211	876	988	646	100	427	488	851										
486	661	994	93	716	337																
487	812	150	372	782																	
488	320	254	216	276	134	552	187	534	916	47	716										
489	640	948	613	781	381	576	802														
490	976	737	915	207	229	799	39	822	833	113	838	650	285								
491	143	1674	661	713	513	548	240	953	934	614	781	496	618	485	724	32	694				
492	524	1139	951	550	516	9	48	334	513	364	701	804	209	67	356	332	394	833			
493	121	1336	255	736																	
494	415	1284	426	733	182	553	99	801													
495	419	627	479	191																	
496	287	529	666	179	35	876	252	131	406	715	140	287	92	891	911						
497	26	923	70	537	908	215	583	314													
498	153	1920	899	385	894	985	877	141													
499	107	1137	3	884	220	860	163	512	894	710	593										
500	894	923	890	394	851	765															
=======
1	722	964	436	198	377	923	606	345	225	69	848	283	799								
2	729	877	886	425	199	377	800	71	399	389	304	832	921	973	680						
3	869	1329	597	299	577	370	12	498	601												
4	651	141	848	189																	
5	465	719	841	96	199	185	176	374													
6	695	1844	136	48	893	545	3	632	664	356											
7	403	1012	501	153	69	640	389	824	548	306	727	222	210	923	944	550					
8	80	1755	684	490	967	902	376	165	234	963	604	56									
9	649	876	493	785	958	674	781	689	27	559											
10	796	701	389	195	191	925	124	949	994	922	755	183	671	913	538	783	125	987			
11	834	1352	768	899	868	319	728	424	964	270	769	391	850	922	888	139	142				
